case,category,wer,clinical_rate,critical_n,ref_words,medication_n,medication_err,medication_norm,medication_rate,condition_n,condition_err,condition_norm,condition_rate,symptom_n,symptom_err,symptom_norm,symptom_rate,anatomy_n,anatomy_err,anatomy_norm,anatomy_rate,number_n,number_err,number_norm,number_rate,temporal_n,temporal_err,temporal_norm,temporal_rate,negation_n,negation_err,negation_norm,negation_rate,unit_n,unit_err,unit_norm,unit_rate,filler_n,filler_err,filler_norm,filler_rate,clinical_n,clinical_err
CAR0002,CAR,0.1343,0.0278,2,1065,2,1,0,0.5,5,0,0,0.0,38,0,0,0.0,11,0,0,0.0,16,1,3,0.0625,19,1,0,0.0526,21,0,0,0.0,0,0,0,,107,62,0,0.5794,72,2
DER0001,DER,0.1255,0.0143,4,1490,7,0,0,0.0,14,0,0,0.0,11,0,0,0.0,16,0,0,0.0,20,1,6,0.05,22,0,0,0.0,32,3,0,0.0938,2,0,0,0.0,127,44,0,0.3465,70,1
GAS0007,GAS,0.1479,0.1143,6,886,2,0,0,0.0,3,0,0,0.0,7,1,0,0.1429,8,1,0,0.125,15,2,1,0.1333,16,0,0,0.0,28,4,1,0.1429,0,0,0,,71,20,0,0.2817,35,4
GEN0001,GEN,0.1085,0.0,4,1097,3,0,0,0.0,5,0,0,0.0,10,0,0,0.0,14,0,0,0.0,13,0,5,0.0,13,0,0,0.0,55,4,0,0.0727,1,0,0,0.0,121,33,0,0.2727,46,0
MSK0008,MSK,0.1204,0.009,4,1420,0,0,0,,3,0,0,0.0,52,0,0,0.0,48,0,0,0.0,8,1,2,0.125,8,0,0,0.0,58,3,0,0.0517,0,0,0,,133,86,0,0.6466,111,1
MSK0013,MSK,0.0823,0.0326,3,1579,4,1,0,0.25,8,0,0,0.0,38,1,0,0.0263,33,0,0,0.0,9,1,3,0.1111,13,0,0,0.0,59,1,3,0.0169,0,0,0,,151,27,0,0.1788,92,3
MSK0017,MSK,0.1439,0.0092,4,1800,0,0,0,,4,0,0,0.0,50,1,0,0.02,38,0,0,0.0,17,0,2,0.0,11,0,0,0.0,79,4,0,0.0506,0,0,0,,319,190,0,0.5956,109,1
MSK0025,MSK,0.105,0.0,1,1524,2,0,0,0.0,2,0,0,0.0,40,0,0,0.0,29,0,0,0.0,20,0,3,0.0,13,0,0,0.0,40,1,1,0.025,0,0,0,,143,62,0,0.4336,93,0
MSK0026,MSK,0.1109,0.0312,3,1352,2,0,0,0.0,6,1,0,0.1667,52,0,0,0.0,24,0,0,0.0,12,2,1,0.1667,7,0,0,0.0,41,1,0,0.0244,0,0,0,,127,64,0,0.5039,96,3
MSK0041,MSK,0.1603,0.0093,4,1566,3,1,0,0.3333,12,0,0,0.0,44,0,0,0.0,36,0,0,0.0,11,0,3,0.0,9,0,0,0.0,63,3,0,0.0476,2,0,0,0.0,142,53,0,0.3732,108,1
MSK0046,MSK,0.131,0.0204,2,1252,2,0,0,0.0,6,0,0,0.0,15,0,0,0.0,16,0,0,0.0,10,1,0,0.1,8,0,0,0.0,27,1,0,0.037,0,0,0,,187,101,0,0.5401,49,1
RES0012,RES,0.1418,0.0101,4,2095,3,0,0,0.0,12,0,0,0.0,54,0,0,0.0,20,1,0,0.05,10,0,5,0.0,14,0,0,0.0,93,4,1,0.043,0,0,0,,325,93,0,0.2862,99,1
RES0021,RES,0.1741,0.0,1,1258,1,0,0,0.0,12,0,0,0.0,47,0,0,0.0,17,0,0,0.0,16,0,0,0.0,11,0,0,0.0,70,1,2,0.0143,0,0,0,,152,57,0,0.375,93,0
RES0025,RES,0.1612,0.0267,3,1371,2,0,0,0.0,4,0,0,0.0,32,0,0,0.0,14,1,0,0.0714,23,1,1,0.0435,25,1,0,0.04,29,2,0,0.069,0,0,0,,171,83,0,0.4854,75,2
RES0030,RES,0.1121,0.0241,1,1186,1,0,0,0.0,6,0,0,0.0,52,2,0,0.0385,12,0,0,0.0,12,0,3,0.0,23,0,0,0.0,34,1,0,0.0294,0,0,0,,112,66,0,0.5893,83,2
RES0047,RES,0.1114,0.0098,1,1697,7,0,0,0.0,10,0,0,0.0,48,0,0,0.0,14,0,0,0.0,22,1,5,0.0455,23,1,0,0.0435,40,0,0,0.0,1,0,0,0.0,259,107,0,0.4131,102,1
RES0051,RES,0.1323,0.0149,5,975,1,0,0,0.0,4,0,0,0.0,39,1,0,0.0256,15,0,0,0.0,8,0,3,0.0,13,0,0,0.0,51,5,0,0.098,0,0,0,,81,52,0,0.642,67,1
RES0052,RES,0.1768,0.0,5,820,0,0,0,,1,0,0,0.0,27,0,0,0.0,12,0,0,0.0,7,0,2,0.0,9,1,0,0.1111,55,5,2,0.0909,0,0,0,,105,72,0,0.6857,47,0
RES0053,RES,0.1776,0.0777,11,1914,1,0,0,0.0,12,0,0,0.0,49,1,0,0.0204,23,1,0,0.0435,18,6,1,0.3333,21,1,0,0.0476,76,5,0,0.0658,0,0,0,,149,58,0,0.3893,103,8
RES0059,RES,0.1215,0.0241,5,1342,7,1,0,0.1429,6,0,0,0.0,38,0,0,0.0,17,0,0,0.0,14,1,2,0.0714,23,0,0,0.0,57,3,0,0.0526,1,0,0,0.0,142,68,0,0.4789,83,2
RES0062,RES,0.1321,0.0336,3,1938,6,0,0,0.0,10,0,0,0.0,55,1,0,0.0182,17,2,0,0.1176,25,1,6,0.04,29,1,0,0.0345,60,2,0,0.0333,6,0,0,0.0,215,106,0,0.493,119,4
RES0071,RES,0.1227,0.029,1,1296,3,0,0,0.0,4,0,0,0.0,43,1,0,0.0233,16,1,0,0.0625,3,0,0,0.0,23,0,0,0.0,35,1,0,0.0286,0,0,0,,140,73,0,0.5214,69,2
RES0074,RES,0.1239,0.0366,5,1219,1,1,0,1.0,7,0,0,0.0,33,1,0,0.0303,24,0,0,0.0,17,1,8,0.0588,18,0,0,0.0,54,3,1,0.0556,0,0,0,,132,58,0,0.4394,82,3
