case,category,wer,clinical_rate,critical_n,ref_words,medication_n,medication_err,medication_norm,medication_rate,condition_n,condition_err,condition_norm,condition_rate,symptom_n,symptom_err,symptom_norm,symptom_rate,anatomy_n,anatomy_err,anatomy_norm,anatomy_rate,number_n,number_err,number_norm,number_rate,temporal_n,temporal_err,temporal_norm,temporal_rate,negation_n,negation_err,negation_norm,negation_rate,unit_n,unit_err,unit_norm,unit_rate,filler_n,filler_err,filler_norm,filler_rate,clinical_n,clinical_err
RES0100,RES,0.1214,0.0093,3,1722,0,0,0,,4,1,0,0.25,56,0,0,0.0,26,0,0,0.0,22,0,2,0.0,35,1,0,0.0286,71,3,0,0.0423,0,0,0,,194,55,0,0.2835,108,1
RES0104,RES,0.2235,0.0435,2,1526,3,0,0,0.0,11,1,0,0.0909,47,2,0,0.0426,17,1,0,0.0588,14,0,1,0.0,20,0,0,0.0,52,2,0,0.0385,0,0,0,,169,61,0,0.3609,92,4
RES0106,RES,0.2124,0.0465,2,1257,0,0,0,,5,0,0,0.0,39,3,0,0.0769,13,1,0,0.0769,28,0,4,0.0,25,0,0,0.0,69,2,0,0.029,1,0,0,0.0,141,58,0,0.4113,86,4
RES0109,RES,0.1927,0.0167,2,872,3,0,0,0.0,2,0,0,0.0,29,0,0,0.0,16,0,0,0.0,9,1,0,0.1111,11,0,0,0.0,44,1,0,0.0227,1,0,0,0.0,150,41,0,0.2733,60,1
RES0118,RES,0.0826,0.0323,1,981,0,0,0,,5,0,0,0.0,31,1,0,0.0323,18,1,0,0.0556,8,0,0,0.0,18,0,0,0.0,46,1,0,0.0217,0,0,0,,121,26,0,0.2149,62,2
RES0123,RES,0.1398,0.0225,1,1753,1,0,0,0.0,5,1,0,0.2,41,0,0,0.0,20,0,0,0.0,21,1,7,0.0476,22,0,0,0.0,59,0,3,0.0,1,0,0,0.0,228,69,0,0.3026,89,2
RES0127,RES,0.1992,0.0769,6,1421,1,1,0,1.0,8,1,0,0.125,40,2,0,0.05,18,1,0,0.0556,11,1,2,0.0909,25,0,0,0.0,53,4,0,0.0755,0,0,0,,177,42,0,0.2373,78,6
RES0132,RES,0.0971,0.0238,3,1391,5,2,0,0.4,17,0,0,0.0,32,0,0,0.0,14,0,0,0.0,16,0,0,0.0,20,0,0,0.0,40,1,0,0.025,0,0,0,,216,34,0,0.1574,84,2
RES0134,RES,0.1177,0.016,2,1741,3,0,0,0.0,10,0,0,0.0,65,0,0,0.0,23,0,0,0.0,24,2,1,0.0833,22,1,0,0.0455,46,0,0,0.0,0,0,0,,243,114,0,0.4691,125,2
RES0143,RES,0.1498,0.038,6,1155,2,0,0,0.0,7,0,0,0.0,39,1,0,0.0256,18,1,0,0.0556,13,1,0,0.0769,23,0,0,0.0,51,5,3,0.098,0,0,0,,165,56,0,0.3394,79,3
RES0155,RES,0.1796,0.0123,2,1498,6,0,0,0.0,12,0,0,0.0,38,1,0,0.0263,10,0,0,0.0,14,0,0,0.0,16,0,0,0.0,44,2,0,0.0455,1,0,0,0.0,266,58,0,0.218,81,1
RES0160,RES,0.1888,0.0299,1,1107,2,1,0,0.5,6,0,0,0.0,37,1,0,0.027,8,0,0,0.0,14,0,3,0.0,15,0,0,0.0,38,0,0,0.0,0,0,0,,92,29,0,0.3152,67,2
RES0163,RES,0.193,0.0741,1,1166,0,0,0,,5,0,0,0.0,26,2,0,0.0769,17,2,0,0.1176,6,0,0,0.0,19,0,0,0.0,42,1,1,0.0238,0,0,0,,124,43,0,0.3468,54,4
RES0173,RES,0.2244,0.0448,3,1221,0,0,0,,6,0,0,0.0,39,0,0,0.0,13,2,0,0.1538,8,1,0,0.125,13,0,0,0.0,53,2,0,0.0377,1,0,0,0.0,141,55,0,0.3901,67,3
RES0207,RES,0.1938,0.0811,5,805,0,0,0,,6,0,0,0.0,20,1,0,0.05,4,0,0,0.0,7,2,0,0.2857,10,0,0,0.0,37,3,0,0.0811,0,0,0,,92,45,0,0.4891,37,3
