case,category,wer,clinical_rate,critical_n,ref_words,medication_n,medication_err,medication_norm,medication_rate,condition_n,condition_err,condition_norm,condition_rate,symptom_n,symptom_err,symptom_norm,symptom_rate,anatomy_n,anatomy_err,anatomy_norm,anatomy_rate,number_n,number_err,number_norm,number_rate,temporal_n,temporal_err,temporal_norm,temporal_rate,negation_n,negation_err,negation_norm,negation_rate,unit_n,unit_err,unit_norm,unit_rate,filler_n,filler_err,filler_norm,filler_rate,clinical_n,clinical_err
CAR0002,CAR,0.2535,0.0,0,1065,2,0,0,0.0,5,0,0,0.0,38,0,0,0.0,11,0,0,0.0,16,0,2,0.0,19,0,0,0.0,21,0,0,0.0,0,0,0,,107,53,0,0.4953,72,0
DER0001,DER,0.1416,0.0286,4,1490,7,1,0,0.1429,14,0,0,0.0,11,0,0,0.0,16,0,0,0.0,20,1,6,0.05,22,0,0,0.0,32,2,0,0.0625,2,0,0,0.0,127,43,0,0.3386,70,2
GAS0007,GAS,0.1479,0.0571,8,886,2,0,0,0.0,3,0,0,0.0,7,1,0,0.1429,8,1,0,0.125,15,0,3,0.0,16,0,0,0.0,28,8,0,0.2857,0,0,0,,71,22,0,0.3099,35,2
GEN0001,GEN,0.1149,0.0217,5,1097,3,0,0,0.0,5,0,0,0.0,10,0,0,0.0,14,0,0,0.0,13,1,4,0.0769,13,0,0,0.0,55,4,0,0.0727,1,0,0,0.0,121,32,0,0.2645,46,1
MSK0008,MSK,0.2768,0.018,5,1420,0,0,0,,3,0,0,0.0,52,1,0,0.0192,48,0,0,0.0,8,1,1,0.125,8,0,0,0.0,58,4,0,0.069,0,0,0,,133,72,0,0.5414,111,2
MSK0013,MSK,0.259,0.0761,5,1579,4,1,0,0.25,8,3,0,0.375,38,1,0,0.0263,33,0,0,0.0,9,2,2,0.2222,13,4,0,0.3077,59,2,1,0.0339,0,0,0,,151,67,0,0.4437,92,7
MSK0017,MSK,0.1728,0.0,4,1800,0,0,0,,4,0,0,0.0,50,0,0,0.0,38,0,0,0.0,17,0,5,0.0,11,0,0,0.0,79,4,0,0.0506,0,0,0,,319,141,0,0.442,109,0
MSK0025,MSK,0.164,0.0,1,1524,2,0,0,0.0,2,0,0,0.0,40,0,0,0.0,29,0,0,0.0,20,0,5,0.0,13,0,0,0.0,40,1,1,0.025,0,0,0,,143,46,0,0.3217,93,0
MSK0026,MSK,0.2123,0.0521,6,1352,2,1,0,0.5,6,1,0,0.1667,52,0,0,0.0,24,0,0,0.0,12,3,1,0.25,7,0,0,0.0,41,2,0,0.0488,0,0,0,,127,56,0,0.4409,96,5
MSK0041,MSK,0.1564,0.037,5,1566,3,1,0,0.3333,12,0,0,0.0,44,1,0,0.0227,36,0,0,0.0,11,1,1,0.0909,9,0,0,0.0,63,3,1,0.0476,2,1,0,0.5,142,63,0,0.4437,108,4
